salary,area,age,sex,job,exper,data,company
（面谈）元,浙江金华义乌市,不限,不限,"
                        外汇理财经纪人
            ",2017-10-18,不限,"
            中汇美泰基金管理有限公司
            "
（面谈）元,浙江金华义乌市,不限,不限,"
                        实习外汇交易员/外汇交易员
            ",2017-10-18,一年以上,"
            中汇美泰基金管理有限公司
            "
10000-15000元,浙江衢州,33岁-45岁,不限,"
                        副总经理
            ",2017-10-18,五年以上,"
            衢州火神瓷业有限公司
            "
2000-3000元,浙江金华婺城区,18岁-35岁,女,"
                        客服
            ",2017-10-18,二年以上,"
            浙江省邮政速递物流有限公司金华市分
            "
（面谈）元,浙江金华婺城区,18岁-30岁,不限,"
                        业务员
            ",2017-10-18,不限,"
            金华市米川科技有限公司
            "
（面谈）元,浙江金华婺城区,18岁-30岁,不限,"
                        销售人员
            ",2017-10-18,一年以上,"
            金华市米川科技有限公司
            "
3000-4000元,浙江金华婺城区,20岁-25岁,女,"
                        文员
            ",2017-10-18,一年以上,"
            浙江雷恩电子科技有限公司
            "
（面谈）元,浙江金华,不限,不限,"
                        市场顾问
            ",2017-10-18,不限,"
            浙江雷恩电子科技有限公司
            "
（面谈）元,浙江宁波,不限,不限,"
                        区域经理
            ",2017-10-18,三年以上,"
            浙江雷恩电子科技有限公司
            "
2000-3000元,浙江金华,不限,女,"
                        前台
            ",2017-10-18,一年以上,"
            金华温德先生教育发展学校
            "
（面谈）元,浙江金华,不限,不限,"
                        （中层管理）咨询运营主管
            ",2017-10-18,一年以上,"
            金华温德先生教育发展学校
            "
3000-4000元,浙江金华,20岁-26岁,不限,"
                        经理助理（金华）
            ",2017-10-18,不限,"
            杭州肯德基有限公司
            "
3000-4000元,浙江金华,20岁-28岁,不限,"
                        肯德基餐厅储备经理（金华）
            ",2017-10-18,不限,"
            杭州肯德基有限公司
            "
3000-4000元,浙江金华婺城区,不限,不限,"
                        作业辅导老师
            ",2017-10-18,不限,"
            金华温德先生教育发展学校
            "
（面谈）元,浙江金华义乌市,18岁-40岁,不限,"
                        仓库管理
            ",2017-10-18,三年以上,"
            义乌市众心工艺品有限公司
            "
3000-4000元,浙江金华东阳市,20岁-30岁,不限,"
                        餐厅储备经理（东阳南马）
            ",2017-10-18,不限,"
            杭州肯德基有限公司
            "
（面谈）元,浙江金华,不限,不限,"
                        美工
            ",2017-10-18,三年以上,"
            义乌市众心工艺品有限公司
            "
（面谈）元,浙江金华义乌市,不限,不限,"
                        跟单
            ",2017-10-18,不限,"
            义乌市众心工艺品有限公司
            "
4000-5000元,浙江金华义乌市,不限,不限,"
                        舞蹈老师
            ",2017-10-18,不限,"
            义乌市英爱服饰有限公司
            "
10000-15000元,浙江金华义乌市,不限,不限,"
                        外贸总监
            ",2017-10-18,五年以上,"
            义乌市英爱服饰有限公司
            "
6000-8000元,浙江金华义乌市,不限,不限,"
                        文案策划
            ",2017-10-18,不限,"
            义乌市英爱服饰有限公司
            "
4000-5000元,浙江金华兰溪市,25岁-45岁,不限,"
                        毛刺操作工
            ",2017-10-18,不限,"
            浙江天雅江涛动力有限公司
            "
6000-8000元,浙江金华兰溪市,20岁-45岁,不限,"
                        压铸操作工
            ",2017-10-18,一年以上,"
            浙江天雅江涛动力有限公司
            "
（面谈）元,浙江金华,不限,不限,"
                        副总经理
            ",2017-10-18,五年以上,"
            金华市浙师智慧教育科技有限公司
            "
4000-5000元,浙江金华,不限,不限,"
                        网页设计/UI设计/美工/web前
            ",2017-10-18,一年以上,"
            金华市浙师智慧教育科技有限公司
            "
4000-5000元,浙江金华,不限,不限,"
                        渠道业务经理
            ",2017-10-18,不限,"
            金华市浙师智慧教育科技有限公司
            "
6000-8000元,浙江金华金东,50岁以下,不限,"
                        跟车保安
            ",2017-10-18,不限,"
            苏州维信电子有限公司
            "
6000-8000元,浙江金华婺城区,50岁以下,不限,"
                        跟车员
            ",2017-10-18,不限,"
            苏州维信电子有限公司
            "
6000-8000元,江苏,不限,不限,"
                        商务司机
            ",2017-10-18,不限,"
            苏州维信电子有限公司
            "
（面谈）元,浙江金华,不限,不限,"
                        调度员
            ",2017-10-18,二年以上,"
            金华方远建材有限公司
            "
（面谈）元,浙江金华,不限,不限,"
                        业务员
            ",2017-10-18,不限,"
            金华方远建材有限公司
            "
3000-4000元,浙江金华婺城区,不限,不限,"
                        会计
            ",2017-10-18,不限,"
            金华方远建材有限公司
            "
（面谈）元,浙江金华,不限,不限,"
                        外贸业务员
            ",2017-10-18,一年以上,"
            金华市易晨进出口有限公司
            "
（面谈）元,浙江金华,不限,不限,"
                        齿轮技术开发员
            ",2017-10-18,二年以上,"
            金华市易晨进出口有限公司
            "
3000-4000元,浙江金华,18岁-35岁,男,"
                        快递员
            ",2017-10-18,一年以上,"
            浙江省邮政速递物流有限公司金华市分
            "
2000-3000元,浙江金华婺城区,18岁-35岁,女,"
                        客服
            ",2017-10-18,二年以上,"
            浙江省邮政速递物流有限公司金华市分
            "
（面谈）元,浙江金华婺城区,18岁-30岁,不限,"
                        业务员
            ",2017-10-18,不限,"
            金华市米川科技有限公司
            "
（面谈）元,浙江金华婺城区,18岁-30岁,不限,"
                        销售人员
            ",2017-10-18,一年以上,"
            金华市米川科技有限公司
            "
3000-4000元,浙江金华婺城区,20岁-25岁,女,"
                        文员
            ",2017-10-18,一年以上,"
            浙江雷恩电子科技有限公司
            "
（面谈）元,浙江金华,不限,不限,"
                        市场顾问
            ",2017-10-18,不限,"
            浙江雷恩电子科技有限公司
            "
（面谈）元,浙江宁波,不限,不限,"
                        区域经理
            ",2017-10-18,三年以上,"
            浙江雷恩电子科技有限公司
            "
2000-3000元,浙江金华,不限,女,"
                        前台
            ",2017-10-18,一年以上,"
            金华温德先生教育发展学校
            "
（面谈）元,浙江金华,不限,不限,"
                        （中层管理）咨询运营主管
            ",2017-10-18,一年以上,"
            金华温德先生教育发展学校
            "
4000-5000元,浙江金华义乌市,不限,女,"
                        客户经理
            ",2017-10-18,一年以上,"
            597义乌人才网（本网站）
            "
5000-6000元,浙江金华义乌市,不限,女,"
                        电销精英
            ",2017-10-18,一年以上,"
            597义乌人才网（本网站）
            "
4000-5000元,浙江金华义乌市,22岁以上,女,"
                        招聘顾问
            ",2017-10-18,不限,"
            597义乌人才网（本网站）
            "
4000-5000元,浙江金华婺城区,不限,不限,"
                        招生顾问/课程顾问
            ",2017-10-18,不限,"
            金华市浙师智慧教育科技有限公司
            "
（面谈）元,浙江金华,不限,不限,"
                        客户服务经理
            ",2017-10-18,不限,"
            金华市浙师智慧教育科技有限公司
            "
（面谈）元,浙江金华,不限,不限,"
                        教务主任
            ",2017-10-18,三年以上,"
            金华市浙师智慧教育科技有限公司
            "
6000-8000元,浙江金华金东,50岁以下,不限,"
                        跟车保安
            ",2017-10-18,不限,"
            苏州维信电子有限公司
            "
6000-8000元,浙江金华婺城区,50岁以下,不限,"
                        跟车员
            ",2017-10-18,不限,"
            苏州维信电子有限公司
            "
6000-8000元,江苏,不限,不限,"
                        商务司机
            ",2017-10-18,不限,"
            苏州维信电子有限公司
            "
（面谈）元,浙江金华,不限,不限,"
                        调度员
            ",2017-10-18,二年以上,"
            金华方远建材有限公司
            "
（面谈）元,浙江金华,不限,不限,"
                        业务员
            ",2017-10-18,不限,"
            金华方远建材有限公司
            "
3000-4000元,浙江金华婺城区,不限,不限,"
                        会计
            ",2017-10-18,不限,"
            金华方远建材有限公司
            "
（面谈）元,浙江金华,不限,不限,"
                        外贸业务员
            ",2017-10-18,一年以上,"
            金华市易晨进出口有限公司
            "
（面谈）元,浙江金华,不限,不限,"
                        齿轮技术开发员
            ",2017-10-18,二年以上,"
            金华市易晨进出口有限公司
            "
3000-4000元,浙江金华,18岁-35岁,男,"
                        快递员
            ",2017-10-18,一年以上,"
            浙江省邮政速递物流有限公司金华市分
            "
2000-3000元,浙江金华婺城区,18岁-35岁,女,"
                        客服
            ",2017-10-18,二年以上,"
            浙江省邮政速递物流有限公司金华市分
            "
（面谈）元,浙江金华婺城区,18岁-30岁,不限,"
                        业务员
            ",2017-10-18,不限,"
            金华市米川科技有限公司
            "
（面谈）元,浙江金华婺城区,18岁-30岁,不限,"
                        销售人员
            ",2017-10-18,一年以上,"
            金华市米川科技有限公司
            "
3000-4000元,浙江金华婺城区,20岁-25岁,女,"
                        文员
            ",2017-10-18,一年以上,"
            浙江雷恩电子科技有限公司
            "
（面谈）元,浙江金华,不限,不限,"
                        市场顾问
            ",2017-10-18,不限,"
            浙江雷恩电子科技有限公司
            "
4000-5000元,浙江金华婺城区,18岁-30岁,不限,"
                        省内出差专员
            ",2017-10-18,不限,"
            金华佑衡文化传播有限公司
            "
3000-4000元,浙江金华婺城区,18岁-30岁,不限,"
                        人事专员
            ",2017-10-18,不限,"
            金华佑衡文化传播有限公司
            "
3000-4000元,浙江金华婺城区,18岁-30岁,不限,"
                        实习生/应届毕业生
            ",2017-10-18,不限,"
            金华佑衡文化传播有限公司
            "
（面谈）元,浙江金华婺城区,不限,不限,"
                        销售
            ",2017-10-18,不限,"
            金华飞石网络科技有限公司
            "
3000-4000元,浙江金华婺城区,不限,不限,"
                        广告设计
            ",2017-10-18,一年以上,"
            浙江山和水食品有限公司
            "
3000-4000元,浙江金华婺城区,不限,不限,"
                        收银
            ",2017-10-18,不限,"
            浙江山和水食品有限公司
            "
3000-4000元,浙江金华婺城区,不限,男,"
                        仓管
            ",2017-10-18,一年以上,"
            浙江山和水食品有限公司
            "
4000-5000元,浙江金华婺城区,18岁-35岁,不限,"
                        话务员
            ",2017-10-18,不限,"
            浙江和哲装饰工程有限公司
            "
3000-4000元,浙江金华婺城区,18岁-35岁,不限,"
                        话务员
            ",2017-10-18,不限,"
            浙江和哲装饰工程有限公司
            "
3000-4000元,浙江金华,不限,不限,"
                        销售人员
            ",2017-10-18,不限,"
            浙江和哲装饰工程有限公司
            "
4000-5000元,浙江金华义乌市,20岁-28岁,女,"
                        体验式电话销售客服
            ",2017-10-18,不限,"
            597义乌人才网（本网站）
            "
2000-3000元,浙江金华义乌市,不限,女,"
                        人事专员
            ",2017-10-18,不限,"
            597义乌人才网（本网站）
            "
4000-5000元,浙江金华义乌市,不限,女,"
                        客户经理
            ",2017-10-18,一年以上,"
            597义乌人才网（本网站）
            "
4000-5000元,浙江金华婺城区,不限,不限,"
                        招生顾问/课程顾问
            ",2017-10-18,不限,"
            金华市浙师智慧教育科技有限公司
            "
（面谈）元,浙江金华,不限,不限,"
                        客户服务经理
            ",2017-10-18,不限,"
            金华市浙师智慧教育科技有限公司
            "
（面谈）元,浙江金华,不限,不限,"
                        教务主任
            ",2017-10-18,三年以上,"
            金华市浙师智慧教育科技有限公司
            "
6000-8000元,浙江金华金东,50岁以下,不限,"
                        跟车保安
            ",2017-10-18,不限,"
            苏州维信电子有限公司
            "
6000-8000元,浙江金华婺城区,50岁以下,不限,"
                        跟车员
            ",2017-10-18,不限,"
            苏州维信电子有限公司
            "
6000-8000元,江苏,不限,不限,"
                        商务司机
            ",2017-10-18,不限,"
            苏州维信电子有限公司
            "
（面谈）元,浙江金华,不限,不限,"
                        调度员
            ",2017-10-18,二年以上,"
            金华方远建材有限公司
            "
3000-4000元,浙江金华,不限,不限,"
                        配货专员
            ",2017-10-18,不限,"
            金华市科皓信息科技有限公司
            "
3000-4000元,浙江金华,不限,不限,"
                        数据统计文员
            ",2017-10-18,不限,"
            金华市科皓信息科技有限公司
            "
3000-4000元,浙江金华,不限,不限,"
                        外贸客服
            ",2017-10-18,不限,"
            金华市科皓信息科技有限公司
            "
（面谈）元,浙江金华婺城区,18岁-40岁,男,"
                        数控机床操作工学徒
            ",2017-10-18,不限,"
            浙江金华中泰科技有限公司
            "
3000-4000元,浙江金华婺城区,20岁-35岁,不限,"
                        网络文员
            ",2017-10-18,不限,"
            金华缔峰影视器材有限公司
            "
4000-5000元,浙江金华婺城区,22岁-45岁,男,"
                        数控车床师傅
            ",2017-10-18,三年以上,"
            金华缔峰影视器材有限公司
            "
3000-4000元,浙江金华婺城区,不限,女,"
                        办公室文员
            ",2017-10-18,不限,"
            浙江金华中泰科技有限公司
            "
3000-4000元,浙江金华婺城区,25岁-45岁,不限,"
                        装配工
            ",2017-10-18,不限,"
            金华缔峰影视器材有限公司
            "
6000-8000元,浙江金华婺城区,22岁以上,不限,"
                        业务员
            ",2017-10-18,不限,"
            浙江金华中泰科技有限公司
            "
5000-6000元,浙江金华义乌市,18岁-30岁,男,"
                        销售助理
            ",2017-10-18,不限,"
            义乌点创网络科技有限公司
            "
4000-5000元,浙江金华,18岁-29岁,不限,"
                        快消品拓展专员
            ",2017-10-18,不限,"
            金华佑衡文化传播有限公司
            "
3000-4000元,浙江金华,18岁-30岁,不限,"
                        销售助理
            ",2017-10-18,不限,"
            金华佑衡文化传播有限公司
            "
4000-5000元,浙江金华,18岁-30岁,不限,"
                        储备干部
            ",2017-10-18,不限,"
            金华佑衡文化传播有限公司
            "
（面谈）元,浙江金华婺城区,不限,不限,"
                        销售
            ",2017-10-18,不限,"
            金华飞石网络科技有限公司
            "
3000-4000元,浙江金华婺城区,不限,不限,"
                        广告设计
            ",2017-10-18,一年以上,"
            浙江山和水食品有限公司
            "
3000-4000元,浙江金华婺城区,不限,不限,"
                        收银
            ",2017-10-18,不限,"
            浙江山和水食品有限公司
            "
3000-4000元,浙江金华婺城区,不限,男,"
                        仓管
            ",2017-10-18,一年以上,"
            浙江山和水食品有限公司
            "
4000-5000元,浙江金华婺城区,18岁-35岁,不限,"
                        话务员
            ",2017-10-18,不限,"
            浙江和哲装饰工程有限公司
            "
3000-4000元,浙江金华婺城区,18岁-35岁,不限,"
                        话务员
            ",2017-10-18,不限,"
            浙江和哲装饰工程有限公司
            "
3000-4000元,浙江金华,不限,不限,"
                        销售人员
            ",2017-10-18,不限,"
            浙江和哲装饰工程有限公司
            "
（面谈）元,浙江金华婺城区,不限,不限,"
                        国内销售主管
            ",2017-10-18,不限,"
            浙江闪铸三维科技有限公司
            "
5000-6000元,浙江金华义乌市,不限,不限,"
                        销售
            ",2017-10-18,不限,"
            义乌点创网络科技有限公司
            "
4000-5000元,浙江金华义乌市,不限,女,"
                        营业员
            ",2017-10-18,不限,"
            义乌市名轩家纺有限公司
            "
4000-5000元,浙江金华婺城区,不限,女,"
                        BOM文员
            ",2017-10-18,不限,"
            浙江闪铸三维科技有限公司
            "
5000-6000元,浙江金华婺城区,不限,不限,"
                        技工
            ",2017-10-18,不限,"
            浙江闪铸三维科技有限公司
            "
5000-6000元,浙江金华,不限,不限,"
                        外贸业务员
            ",2017-10-18,不限,"
            金华市科皓信息科技有限公司
            "
3000-4000元,浙江金华婺城区,不限,不限,"
                        产品编辑文员
            ",2017-10-18,不限,"
            金华市科皓信息科技有限公司
            "
3000-4000元,浙江金华金东,20岁-30岁,不限,"
                        行政文员
            ",2017-10-18,不限,"
            金华市科皓信息科技有限公司
            "
（面谈）元,浙江金华婺城区,18岁-40岁,男,"
                        数控机床操作工学徒
            ",2017-10-18,不限,"
            浙江金华中泰科技有限公司
            "
3000-4000元,浙江金华婺城区,20岁-35岁,不限,"
                        网络文员
            ",2017-10-18,不限,"
            金华缔峰影视器材有限公司
            "
4000-5000元,浙江金华婺城区,22岁-45岁,男,"
                        数控车床师傅
            ",2017-10-18,三年以上,"
            金华缔峰影视器材有限公司
            "
3000-4000元,浙江金华婺城区,不限,女,"
                        办公室文员
            ",2017-10-18,不限,"
            浙江金华中泰科技有限公司
            "
3000-4000元,浙江金华婺城区,25岁-45岁,不限,"
                        装配工
            ",2017-10-18,不限,"
            金华缔峰影视器材有限公司
            "
6000-8000元,浙江金华婺城区,22岁以上,不限,"
                        业务员
            ",2017-10-18,不限,"
            浙江金华中泰科技有限公司
            "
5000-6000元,浙江金华义乌市,18岁-30岁,男,"
                        销售助理
            ",2017-10-18,不限,"
            义乌点创网络科技有限公司
            "
4000-5000元,浙江金华,18岁-29岁,不限,"
                        快消品拓展专员
            ",2017-10-18,不限,"
            金华佑衡文化传播有限公司
            "
3000-4000元,浙江金华,18岁-30岁,不限,"
                        销售助理
            ",2017-10-18,不限,"
            金华佑衡文化传播有限公司
            "
4000-5000元,浙江金华,18岁-30岁,不限,"
                        储备干部
            ",2017-10-18,不限,"
            金华佑衡文化传播有限公司
            "
（面谈）元,浙江金华婺城区,不限,不限,"
                        销售
            ",2017-10-18,不限,"
            金华飞石网络科技有限公司
            "
3000-4000元,浙江金华婺城区,不限,不限,"
                        广告设计
            ",2017-10-18,一年以上,"
            浙江山和水食品有限公司
            "
（面谈）元,浙江金华婺城区,不限,不限,"
                        转诊业务专员
            ",2017-10-18,不限,"
            金华眼科医院
            "
（面谈）元,浙江金华,不限,不限,"
                        医务科副科长
            ",2017-10-18,三年以上,"
            金华眼科医院
            "
（面谈）元,浙江金华婺城区,不限,不限,"
                        筛查医生
            ",2017-10-18,不限,"
            金华眼科医院
            "
（面谈）元,浙江金华婺城区,不限,不限,"
                        采购主管
            ",2017-10-18,不限,"
            浙江闪铸三维科技有限公司
            "
（面谈）元,浙江金华婺城区,不限,不限,"
                        外贸销售主管
            ",2017-10-18,一年以上,"
            浙江闪铸三维科技有限公司
            "
5000-6000元,浙江金华婺城区,23岁-35岁,不限,"
                        外贸业务员
            ",2017-10-18,不限,"
            浙江闪铸三维科技有限公司
            "
5000-6000元,浙江金华义乌市,不限,不限,"
                        销售
            ",2017-10-18,不限,"
            义乌点创网络科技有限公司
            "
4000-5000元,浙江金华义乌市,不限,女,"
                        营业员
            ",2017-10-18,不限,"
            义乌市名轩家纺有限公司
            "
5000-6000元,浙江金华,不限,不限,"
                        外贸业务员
            ",2017-10-18,不限,"
            金华市科皓信息科技有限公司
            "
3000-4000元,浙江金华婺城区,不限,不限,"
                        产品编辑文员
            ",2017-10-18,不限,"
            金华市科皓信息科技有限公司
            "
3000-4000元,浙江金华金东,20岁-30岁,不限,"
                        行政文员
            ",2017-10-18,不限,"
            金华市科皓信息科技有限公司
            "
（面谈）元,浙江金华婺城区,18岁-40岁,男,"
                        数控机床操作工学徒
            ",2017-10-18,不限,"
            浙江金华中泰科技有限公司
            "
3000-4000元,浙江金华婺城区,20岁-35岁,不限,"
                        网络文员
            ",2017-10-18,不限,"
            金华缔峰影视器材有限公司
            "
4000-5000元,浙江金华婺城区,22岁-45岁,男,"
                        数控车床师傅
            ",2017-10-18,三年以上,"
            金华缔峰影视器材有限公司
            "
3000-4000元,浙江金华婺城区,不限,女,"
                        办公室文员
            ",2017-10-18,不限,"
            浙江金华中泰科技有限公司
            "
3000-4000元,浙江金华婺城区,25岁-45岁,不限,"
                        装配工
            ",2017-10-18,不限,"
            金华缔峰影视器材有限公司
            "
6000-8000元,浙江金华婺城区,22岁以上,不限,"
                        业务员
            ",2017-10-18,不限,"
            浙江金华中泰科技有限公司
            "
5000-6000元,浙江金华义乌市,18岁-30岁,男,"
                        销售助理
            ",2017-10-18,不限,"
            义乌点创网络科技有限公司
            "
4000-5000元,浙江金华,18岁-29岁,不限,"
                        快消品拓展专员
            ",2017-10-18,不限,"
            金华佑衡文化传播有限公司
            "
3000-4000元,浙江金华,18岁-30岁,不限,"
                        销售助理
            ",2017-10-18,不限,"
            金华佑衡文化传播有限公司
            "
4000-5000元,浙江金华婺城区,不限,不限,"
                        篮球教练
            ",2017-10-18,不限,"
            博韬体育文化发展有限公司
            "
3000-4000元,浙江金华婺城区,21岁-30岁,不限,"
                        教务
            ",2017-10-18,不限,"
            博韬体育文化发展有限公司
            "
3000-4000元,浙江金华婺城区,22岁-30岁,不限,"
                        客服
            ",2017-10-18,不限,"
            博韬体育文化发展有限公司
            "
3000-4000元,浙江金华,不限,不限,"
                        淘宝客服/天猫客服
            ",2017-10-18,一年以上,"
            金华市华纵电子商务有限公司
            "
3000-4000元,浙江金华婺城区,18岁-30岁,女,"
                        销售内勤
            ",2017-10-18,不限,"
            金华市华纵电子商务有限公司
            "
3000-4000元,浙江金华婺城区,不限,不限,"
                        1688诚信通运营
            ",2017-10-18,一年以上,"
            金华市华纵电子商务有限公司
            "
4000-5000元,浙江金华婺城区,20岁-30岁,不限,"
                        综合办干事
            ",2017-10-18,不限,"
            金华眼科医院
            "
6000-8000元,浙江金华,21岁-35岁,不限,"
                        督导
            ",2017-10-18,二年以上,"
            金华眼科医院
            "
5000-6000元,浙江金华,28岁-40岁,男,"
                        车队队长
            ",2017-10-18,三年以上,"
            金华眼科医院
            "
（面谈）元,浙江金华婺城区,不限,不限,"
                        采购主管
            ",2017-10-18,不限,"
            浙江闪铸三维科技有限公司
            "
（面谈）元,浙江金华婺城区,不限,不限,"
                        外贸销售主管
            ",2017-10-18,一年以上,"
            浙江闪铸三维科技有限公司
            "
5000-6000元,浙江金华婺城区,23岁-35岁,不限,"
                        外贸业务员
            ",2017-10-18,不限,"
            浙江闪铸三维科技有限公司
            "
5000-6000元,浙江金华义乌市,不限,不限,"
                        销售
            ",2017-10-18,不限,"
            义乌点创网络科技有限公司
            "
4000-5000元,浙江金华义乌市,不限,女,"
                        营业员
            ",2017-10-18,不限,"
            义乌市名轩家纺有限公司
            "
5000-6000元,浙江金华,不限,不限,"
                        外贸业务员
            ",2017-10-18,不限,"
            金华市科皓信息科技有限公司
            "
3000-4000元,浙江金华婺城区,不限,不限,"
                        产品编辑文员
            ",2017-10-18,不限,"
            金华市科皓信息科技有限公司
            "
3000-4000元,浙江金华金东,20岁-30岁,不限,"
                        行政文员
            ",2017-10-18,不限,"
            金华市科皓信息科技有限公司
            "
（面谈）元,浙江金华婺城区,18岁-40岁,男,"
                        数控机床操作工学徒
            ",2017-10-18,不限,"
            浙江金华中泰科技有限公司
            "
2000-3000元,浙江金华金东,不限,不限,"
                        信息流广告优化师
            ",2017-10-18,不限,"
            金华耶子网络科技有限公司
            "
2000-3000元,浙江金华金东,不限,不限,"
                        移动互联网广告设计师
            ",2017-10-18,不限,"
            金华耶子网络科技有限公司
            "
3000-4000元,浙江金华,25岁-40岁,男,"
                        防水施工专员
            ",2017-10-18,不限,"
            浙江伟星新型建材股份有限公司金华分
            "
（面谈）元,浙江金华永康市,20岁-35岁,男,"
                        销售经理
            ",2017-10-18,不限,"
            浙江伟星新型建材股份有限公司金华分
            "
（面谈）元,浙江金华永康市,20岁-35岁,男,"
                        业务经理
            ",2017-10-18,不限,"
            浙江伟星新型建材股份有限公司金华分
            "
（面谈）元,浙江金华婺城区,不限,女,"
                        仓库管理
            ",2017-10-18,不限,"
            金华市泽大工具有限公司
            "
（面谈）元,浙江金华婺城区,不限,不限,"
                        质检员
            ",2017-10-18,不限,"
            金华市泽大工具有限公司
            "
（面谈）元,浙江金华义乌市,18岁-26岁,不限,"
                        国际货代海运业务员
            ",2017-10-18,不限,"
            广州市赛拾国际货运代理有限公司
            "
（面谈）元,浙江金华义乌市,不限,不限,"
                        国际货代快递业务员
            ",2017-10-18,不限,"
            广州市赛拾国际货运代理有限公司
            "
4000-5000元,浙江金华义乌市,20岁-35岁,男,"
                        仓库工人
            ",2017-10-18,一年以上,"
            广州市赛拾国际货运代理有限公司
            "
2000-3000元,浙江金华金东,不限,不限,"
                        外贸助理
            ",2017-10-18,不限,"
            金华市忆诺玩具有限公司
            "
5000-6000元,浙江金华金东,不限,不限,"
                        速卖通/亚马逊 跨境电商专员
            ",2017-10-18,不限,"
            金华市忆诺玩具有限公司
            "
5000-6000元,浙江金华金东,不限,不限,"
                        外贸业务员
            ",2017-10-18,不限,"
            金华市忆诺玩具有限公司
            "
3000-4000元,浙江金华金东,不限,不限,"
                        驾驶员
            ",2017-10-18,一年以上,"
            浙江邦厨网络科技发展有限公司
            "
3000-4000元,浙江金华金东,20岁-35岁,不限,"
                        仓管员
            ",2017-10-18,不限,"
            浙江邦厨网络科技发展有限公司
            "
3000-4000元,浙江金华金东,20岁-35岁,不限,"
                        统计员
            ",2017-10-18,不限,"
            浙江邦厨网络科技发展有限公司
            "
4000-5000元,浙江金华婺城区,不限,不限,"
                        课程顾问
            ",2017-10-18,不限,"
            博韬体育文化发展有限公司
            "
4000-5000元,浙江金华婺城区,不限,不限,"
                        篮球教练
            ",2017-10-18,不限,"
            博韬体育文化发展有限公司
            "
3000-4000元,浙江金华婺城区,21岁-30岁,不限,"
                        教务
            ",2017-10-18,不限,"
            博韬体育文化发展有限公司
            "
3000-4000元,浙江金华,不限,不限,"
                        淘宝客服/天猫客服
            ",2017-10-18,一年以上,"
            金华市华纵电子商务有限公司
            "
3000-4000元,浙江金华婺城区,18岁-30岁,女,"
                        销售内勤
            ",2017-10-18,不限,"
            金华市华纵电子商务有限公司
            "
3000-4000元,浙江金华婺城区,不限,不限,"
                        1688诚信通运营
            ",2017-10-18,一年以上,"
            金华市华纵电子商务有限公司
            "
（面谈）元,浙江金华义乌市,不限,不限,"
                        国际物流销售经理
            ",2017-10-18,一年以上,"
            义乌市骏和国际货运代理有限公司
            "
4000-5000元,浙江金华义乌市,不限,女,"
                        国际物流操作
            ",2017-10-18,一年以上,"
            义乌市骏和国际货运代理有限公司
            "
（面谈）元,浙江金华义乌市,25岁-40岁,不限,"
                        企划主任
            ",2017-10-18,三年以上,"
            义乌欧莱美医疗美容医院
            "
2000-3000元,浙江金华义乌市,不限,女,"
                        保洁阿姨
            ",2017-10-18,不限,"
            义乌欧莱美医疗美容医院
            "
（面谈）元,浙江金华义乌市,24岁-34岁,不限,"
                        平面设计师
            ",2017-10-18,三年以上,"
            义乌欧莱美医疗美容医院
            "
3000-4000元,浙江金华,25岁-40岁,男,"
                        防水施工专员
            ",2017-10-18,不限,"
            浙江伟星新型建材股份有限公司金华分
            "
（面谈）元,浙江金华永康市,20岁-35岁,男,"
                        销售经理
            ",2017-10-18,不限,"
            浙江伟星新型建材股份有限公司金华分
            "
（面谈）元,浙江金华永康市,20岁-35岁,男,"
                        业务经理
            ",2017-10-18,不限,"
            浙江伟星新型建材股份有限公司金华分
            "
（面谈）元,浙江金华婺城区,不限,女,"
                        仓库管理
            ",2017-10-18,不限,"
            金华市泽大工具有限公司
            "
（面谈）元,浙江金华婺城区,不限,不限,"
                        质检员
            ",2017-10-18,不限,"
            金华市泽大工具有限公司
            "
（面谈）元,浙江金华义乌市,18岁-26岁,不限,"
                        国际货代海运业务员
            ",2017-10-18,不限,"
            广州市赛拾国际货运代理有限公司
            "
（面谈）元,浙江金华义乌市,不限,不限,"
                        国际货代快递业务员
            ",2017-10-18,不限,"
            广州市赛拾国际货运代理有限公司
            "
4000-5000元,浙江金华义乌市,20岁-35岁,男,"
                        仓库工人
            ",2017-10-18,一年以上,"
            广州市赛拾国际货运代理有限公司
            "
2000-3000元,浙江金华金东,不限,不限,"
                        外贸助理
            ",2017-10-18,不限,"
            金华市忆诺玩具有限公司
            "
5000-6000元,浙江金华金东,不限,不限,"
                        速卖通/亚马逊 跨境电商专员
            ",2017-10-18,不限,"
            金华市忆诺玩具有限公司
            "
5000-6000元,浙江金华金东,不限,不限,"
                        外贸业务员
            ",2017-10-18,不限,"
            金华市忆诺玩具有限公司
            "
3000-4000元,浙江金华金东,不限,不限,"
                        驾驶员
            ",2017-10-18,一年以上,"
            浙江邦厨网络科技发展有限公司
            "
3000-4000元,浙江金华金东,20岁-35岁,不限,"
                        仓管员
            ",2017-10-18,不限,"
            浙江邦厨网络科技发展有限公司
            "
3000-4000元,浙江金华金东,20岁-35岁,不限,"
                        统计员
            ",2017-10-18,不限,"
            浙江邦厨网络科技发展有限公司
            "
4000-5000元,浙江金华婺城区,不限,不限,"
                        课程顾问
            ",2017-10-18,不限,"
            博韬体育文化发展有限公司
            "
5000-6000元,浙江金华婺城区,不限,不限,"
                        电话销售
            ",2017-10-18,不限,"
            浙江阳帆节能开发有限公司
            "
